Data sent: 1000000100100011010001010110011110001001101010111100110100001111
Time: 1008900000, TX_OUT: 1
Time: 341949400000, TX_OUT: 1
Time: 342949400000, TX_OUT: 0
Time: 343949400000, TX_OUT: 1
Time: 344949400000, TX_OUT: 0
Time: 345949400000, TX_OUT: 0
Data sent: 0111110111001010000111011101111110100000001111001011111111110100
Time: 346949400000, TX_OUT: 0
Time: 347949400000, TX_OUT: 0
Time: 348949400000, TX_OUT: 1
Time: 349949400000, TX_OUT: 1
Time: 350949400000, TX_OUT: 1
Time: 351949400000, TX_OUT: 1
Time: 352949400000, TX_OUT: 1
Time: 353949400000, TX_OUT: 0
Time: 354949400000, TX_OUT: 1
Time: 355949400000, TX_OUT: 1
Time: 356949400000, TX_OUT: 1
Time: 357949400000, TX_OUT: 0
Time: 358949400000, TX_OUT: 0
Time: 359949400000, TX_OUT: 1
Time: 360949400000, TX_OUT: 0
Time: 361949400000, TX_OUT: 1
Time: 362949400000, TX_OUT: 0
Time: 363949400000, TX_OUT: 0
Time: 364949400000, TX_OUT: 0
Time: 365949400000, TX_OUT: 0
Time: 366949400000, TX_OUT: 1
Time: 367949400000, TX_OUT: 1
Time: 368949400000, TX_OUT: 1
Time: 369949400000, TX_OUT: 0
Time: 370949400000, TX_OUT: 1
Time: 371949400000, TX_OUT: 1
Time: 372949400000, TX_OUT: 1
Time: 373949400000, TX_OUT: 0
Time: 374949400000, TX_OUT: 1
Time: 375949400000, TX_OUT: 1
Time: 376949400000, TX_OUT: 1
Time: 377949400000, TX_OUT: 1
Time: 378949400000, TX_OUT: 1
Time: 379949400000, TX_OUT: 1
Time: 380949400000, TX_OUT: 0
Time: 381949400000, TX_OUT: 1
Time: 382949400000, TX_OUT: 0
Time: 383949400000, TX_OUT: 0
Time: 384949400000, TX_OUT: 0
Time: 385949400000, TX_OUT: 0
Time: 386949400000, TX_OUT: 0
Time: 387949400000, TX_OUT: 0
Time: 388949400000, TX_OUT: 0
Time: 389949400000, TX_OUT: 1
Time: 390949400000, TX_OUT: 1
Time: 391949400000, TX_OUT: 1
Time: 392949400000, TX_OUT: 1
Time: 393949400000, TX_OUT: 0
Time: 394949400000, TX_OUT: 0
Time: 395949400000, TX_OUT: 1
Time: 396949400000, TX_OUT: 0
Time: 397949400000, TX_OUT: 1
Time: 398949400000, TX_OUT: 1
Time: 399949400000, TX_OUT: 1
Time: 400949400000, TX_OUT: 1
Time: 401949400000, TX_OUT: 1
Time: 402949400000, TX_OUT: 1
Time: 403949400000, TX_OUT: 1
Time: 404949400000, TX_OUT: 1
Time: 405949400000, TX_OUT: 1
Time: 406949400000, TX_OUT: 1
Time: 407949400000, TX_OUT: 0
Time: 408949400000, TX_OUT: 1
Time: 409949400000, TX_OUT: 0
Time: 410949400000, TX_OUT: 0
Data sent: 1111110111110011011110001101111101001001000001111000110111110111
Time: 411949400000, TX_OUT: 0
Time: 412949400000, TX_OUT: 1
Time: 413949400000, TX_OUT: 1
Time: 414949400000, TX_OUT: 1
Time: 415949400000, TX_OUT: 1
Time: 416949400000, TX_OUT: 1
Time: 417949400000, TX_OUT: 1
Time: 418949400000, TX_OUT: 0
Time: 419949400000, TX_OUT: 1
Time: 420949400000, TX_OUT: 1
Time: 421949400000, TX_OUT: 1
Time: 422949400000, TX_OUT: 1
Time: 423949400000, TX_OUT: 1
Time: 424949400000, TX_OUT: 0
Time: 425949400000, TX_OUT: 0
Time: 426949400000, TX_OUT: 1
Time: 427949400000, TX_OUT: 1
Time: 428949400000, TX_OUT: 0
Time: 429949400000, TX_OUT: 1
Time: 430949400000, TX_OUT: 1
Time: 431949400000, TX_OUT: 1
Time: 432949400000, TX_OUT: 1
Time: 433949400000, TX_OUT: 0
Time: 434949400000, TX_OUT: 0
Time: 435949400000, TX_OUT: 0
Time: 436949400000, TX_OUT: 1
Time: 437949400000, TX_OUT: 1
Time: 438949400000, TX_OUT: 0
Time: 439949400000, TX_OUT: 1
Time: 440949400000, TX_OUT: 1
Time: 441949400000, TX_OUT: 1
Time: 442949400000, TX_OUT: 1
Time: 443949400000, TX_OUT: 1
Time: 444949400000, TX_OUT: 0
Time: 445949400000, TX_OUT: 1
Time: 446949400000, TX_OUT: 0
Time: 447949400000, TX_OUT: 0
Time: 448949400000, TX_OUT: 1
Time: 449949400000, TX_OUT: 0
Time: 450949400000, TX_OUT: 0
Time: 451949400000, TX_OUT: 1
Time: 452949400000, TX_OUT: 0
Time: 453949400000, TX_OUT: 0
Time: 454949400000, TX_OUT: 0
Time: 455949400000, TX_OUT: 0
Time: 456949400000, TX_OUT: 0
Time: 457949400000, TX_OUT: 1
Time: 458949400000, TX_OUT: 1
Time: 459949400000, TX_OUT: 1
Time: 460949400000, TX_OUT: 1
Time: 461949400000, TX_OUT: 0
Time: 462949400000, TX_OUT: 0
Time: 463949400000, TX_OUT: 0
Time: 464949400000, TX_OUT: 1
Time: 465949400000, TX_OUT: 1
Time: 466949400000, TX_OUT: 0
Time: 467949400000, TX_OUT: 1
Time: 468949400000, TX_OUT: 1
Time: 469949400000, TX_OUT: 1
Time: 470949400000, TX_OUT: 1
Time: 471949400000, TX_OUT: 1
Time: 472949400000, TX_OUT: 0
Time: 473949400000, TX_OUT: 1
Time: 474949400000, TX_OUT: 1
Time: 475949400000, TX_OUT: 1
