Data sent: 1000000100100011010001010110011110001001101010111100110100001111
Time: 1008900000, TX_OUT: 1
Time: 342164900000, TX_OUT: 1
Time: 343164900000, TX_OUT: 0
Time: 344164900000, TX_OUT: 1
Time: 345164900000, TX_OUT: 0
Time: 346164900000, TX_OUT: 0
Data sent: 0111110111001010000111011101111110100000001111001011111111110100
Time: 347164900000, TX_OUT: 0
Time: 348164900000, TX_OUT: 0
Time: 349164900000, TX_OUT: 1
Time: 350164900000, TX_OUT: 1
Time: 351164900000, TX_OUT: 1
Time: 352164900000, TX_OUT: 1
Time: 353164900000, TX_OUT: 1
Time: 354164900000, TX_OUT: 0
Time: 355164900000, TX_OUT: 1
Time: 356164900000, TX_OUT: 1
Time: 357164900000, TX_OUT: 1
Time: 358164900000, TX_OUT: 0
Time: 359164900000, TX_OUT: 0
Time: 360164900000, TX_OUT: 1
Time: 361164900000, TX_OUT: 0
Time: 362164900000, TX_OUT: 1
Time: 363164900000, TX_OUT: 0
Time: 364164900000, TX_OUT: 0
Time: 365164900000, TX_OUT: 0
Time: 366164900000, TX_OUT: 0
Time: 367164900000, TX_OUT: 1
Time: 368164900000, TX_OUT: 1
Time: 369164900000, TX_OUT: 1
Time: 370164900000, TX_OUT: 0
Time: 371164900000, TX_OUT: 1
Time: 372164900000, TX_OUT: 1
Time: 373164900000, TX_OUT: 1
Time: 374164900000, TX_OUT: 0
Time: 375164900000, TX_OUT: 1
Time: 376164900000, TX_OUT: 1
Time: 377164900000, TX_OUT: 1
Time: 378164900000, TX_OUT: 1
Time: 379164900000, TX_OUT: 1
Time: 380164900000, TX_OUT: 1
Time: 381164900000, TX_OUT: 0
Time: 382164900000, TX_OUT: 1
Time: 383164900000, TX_OUT: 0
Time: 384164900000, TX_OUT: 0
Time: 385164900000, TX_OUT: 0
Time: 386164900000, TX_OUT: 0
Time: 387164900000, TX_OUT: 0
Time: 388164900000, TX_OUT: 0
Time: 389164900000, TX_OUT: 0
Time: 390164900000, TX_OUT: 1
Time: 391164900000, TX_OUT: 1
Time: 392164900000, TX_OUT: 1
Time: 393164900000, TX_OUT: 1
Time: 394164900000, TX_OUT: 0
Time: 395164900000, TX_OUT: 0
Time: 396164900000, TX_OUT: 1
Time: 397164900000, TX_OUT: 0
Time: 398164900000, TX_OUT: 1
Time: 399164900000, TX_OUT: 1
Time: 400164900000, TX_OUT: 1
Time: 401164900000, TX_OUT: 1
Time: 402164900000, TX_OUT: 1
Time: 403164900000, TX_OUT: 1
Time: 404164900000, TX_OUT: 1
Time: 405164900000, TX_OUT: 1
Time: 406164900000, TX_OUT: 1
Time: 407164900000, TX_OUT: 1
Time: 408164900000, TX_OUT: 0
Time: 409164900000, TX_OUT: 1
Time: 410164900000, TX_OUT: 0
Time: 411164900000, TX_OUT: 0
Data sent: 1111110111110011011110001101111101001001000001111000110111110111
Time: 412164900000, TX_OUT: 0
Time: 413164900000, TX_OUT: 1
Time: 414164900000, TX_OUT: 1
Time: 415164900000, TX_OUT: 1
Time: 416164900000, TX_OUT: 1
Time: 417164900000, TX_OUT: 1
Time: 418164900000, TX_OUT: 1
Time: 419164900000, TX_OUT: 0
Time: 420164900000, TX_OUT: 1
Time: 421164900000, TX_OUT: 1
Time: 422164900000, TX_OUT: 1
Time: 423164900000, TX_OUT: 1
Time: 424164900000, TX_OUT: 1
Time: 425164900000, TX_OUT: 0
Time: 426164900000, TX_OUT: 0
Time: 427164900000, TX_OUT: 1
Time: 428164900000, TX_OUT: 1
Time: 429164900000, TX_OUT: 0
Time: 430164900000, TX_OUT: 1
Time: 431164900000, TX_OUT: 1
Time: 432164900000, TX_OUT: 1
Time: 433164900000, TX_OUT: 1
Time: 434164900000, TX_OUT: 0
Time: 435164900000, TX_OUT: 0
Time: 436164900000, TX_OUT: 0
Time: 437164900000, TX_OUT: 1
Time: 438164900000, TX_OUT: 1
Time: 439164900000, TX_OUT: 0
Time: 440164900000, TX_OUT: 1
Time: 441164900000, TX_OUT: 1
Time: 442164900000, TX_OUT: 1
Time: 443164900000, TX_OUT: 1
Time: 444164900000, TX_OUT: 1
Time: 445164900000, TX_OUT: 0
Time: 446164900000, TX_OUT: 1
Time: 447164900000, TX_OUT: 0
Time: 448164900000, TX_OUT: 0
Time: 449164900000, TX_OUT: 1
Time: 450164900000, TX_OUT: 0
Time: 451164900000, TX_OUT: 0
Time: 452164900000, TX_OUT: 1
Time: 453164900000, TX_OUT: 0
Time: 454164900000, TX_OUT: 0
Time: 455164900000, TX_OUT: 0
Time: 456164900000, TX_OUT: 0
Time: 457164900000, TX_OUT: 0
Time: 458164900000, TX_OUT: 1
Time: 459164900000, TX_OUT: 1
Time: 460164900000, TX_OUT: 1
Time: 461164900000, TX_OUT: 1
Time: 462164900000, TX_OUT: 0
Time: 463164900000, TX_OUT: 0
Time: 464164900000, TX_OUT: 0
Time: 465164900000, TX_OUT: 1
Time: 466164900000, TX_OUT: 1
Time: 467164900000, TX_OUT: 0
Time: 468164900000, TX_OUT: 1
Time: 469164900000, TX_OUT: 1
Time: 470164900000, TX_OUT: 1
Time: 471164900000, TX_OUT: 1
Time: 472164900000, TX_OUT: 1
Time: 473164900000, TX_OUT: 0
Time: 474164900000, TX_OUT: 1
Time: 475164900000, TX_OUT: 1
Time: 476164900000, TX_OUT: 1
