Data sent: 1000000100100011010001010110011110001001101010111100110100001111
Time: 1008900000, TX_OUT: 1
Time: 346936400000, TX_OUT: 1
Time: 347936400000, TX_OUT: 1
Time: 348936400000, TX_OUT: 1
Time: 349936400000, TX_OUT: 1
Time: 350936400000, TX_OUT: 1
Time: 351936400000, TX_OUT: 0
Time: 352936400000, TX_OUT: 1
Time: 353936400000, TX_OUT: 1
Time: 354936400000, TX_OUT: 1
Time: 355936400000, TX_OUT: 0
Time: 356936400000, TX_OUT: 0
Time: 357936400000, TX_OUT: 1
Time: 358936400000, TX_OUT: 0
Time: 359936400000, TX_OUT: 1
Time: 360936400000, TX_OUT: 0
Time: 361936400000, TX_OUT: 0
Time: 362936400000, TX_OUT: 0
Time: 363936400000, TX_OUT: 0
Time: 364936400000, TX_OUT: 1
Time: 365936400000, TX_OUT: 1
Time: 366936400000, TX_OUT: 1
Time: 367936400000, TX_OUT: 0
Time: 368936400000, TX_OUT: 1
Time: 369936400000, TX_OUT: 1
Time: 370936400000, TX_OUT: 1
Time: 371936400000, TX_OUT: 0
Time: 372936400000, TX_OUT: 1
Time: 373936400000, TX_OUT: 1
Time: 374936400000, TX_OUT: 1
Time: 375936400000, TX_OUT: 1
Time: 376936400000, TX_OUT: 1
Time: 377936400000, TX_OUT: 1
Time: 378936400000, TX_OUT: 0
Time: 379936400000, TX_OUT: 1
Time: 380936400000, TX_OUT: 0
Time: 381936400000, TX_OUT: 0
Time: 382936400000, TX_OUT: 0
Time: 383936400000, TX_OUT: 0
Time: 384936400000, TX_OUT: 0
Time: 385936400000, TX_OUT: 0
Time: 386936400000, TX_OUT: 0
Time: 387936400000, TX_OUT: 1
Time: 388936400000, TX_OUT: 1
Time: 389936400000, TX_OUT: 1
Time: 390936400000, TX_OUT: 1
Time: 391936400000, TX_OUT: 0
Time: 392936400000, TX_OUT: 0
Time: 393936400000, TX_OUT: 1
Time: 394936400000, TX_OUT: 0
Time: 395936400000, TX_OUT: 1
Time: 396936400000, TX_OUT: 1
Time: 397936400000, TX_OUT: 1
Time: 398936400000, TX_OUT: 1
Time: 399936400000, TX_OUT: 1
Time: 400936400000, TX_OUT: 1
Time: 401936400000, TX_OUT: 1
Time: 402936400000, TX_OUT: 1
Time: 403936400000, TX_OUT: 1
Time: 404936400000, TX_OUT: 1
Time: 405936400000, TX_OUT: 0
Time: 406936400000, TX_OUT: 1
Time: 407936400000, TX_OUT: 0
Time: 408936400000, TX_OUT: 0
Data sent: 1111110111110011011110001101111101001001000001111000110111110111
Time: 409936400000, TX_OUT: 0
Time: 410936400000, TX_OUT: 1
Time: 411936400000, TX_OUT: 1
Time: 412936400000, TX_OUT: 1
Time: 413936400000, TX_OUT: 1
Time: 414936400000, TX_OUT: 1
Time: 415936400000, TX_OUT: 1
Time: 416936400000, TX_OUT: 0
Time: 417936400000, TX_OUT: 1
Time: 418936400000, TX_OUT: 1
Time: 419936400000, TX_OUT: 1
Time: 420936400000, TX_OUT: 1
Time: 421936400000, TX_OUT: 1
Time: 422936400000, TX_OUT: 0
Time: 423936400000, TX_OUT: 0
Time: 424936400000, TX_OUT: 1
Time: 425936400000, TX_OUT: 1
Time: 426936400000, TX_OUT: 0
Time: 427936400000, TX_OUT: 1
Time: 428936400000, TX_OUT: 1
Time: 429936400000, TX_OUT: 1
Time: 430936400000, TX_OUT: 1
Time: 431936400000, TX_OUT: 0
Time: 432936400000, TX_OUT: 0
Time: 433936400000, TX_OUT: 0
Time: 434936400000, TX_OUT: 1
Time: 435936400000, TX_OUT: 1
Time: 436936400000, TX_OUT: 0
Time: 437936400000, TX_OUT: 1
Time: 438936400000, TX_OUT: 1
Time: 439936400000, TX_OUT: 1
Time: 440936400000, TX_OUT: 1
Time: 441936400000, TX_OUT: 1
Time: 442936400000, TX_OUT: 0
Time: 443936400000, TX_OUT: 1
Time: 444936400000, TX_OUT: 0
Time: 445936400000, TX_OUT: 0
Time: 446936400000, TX_OUT: 1
Time: 447936400000, TX_OUT: 0
Time: 448936400000, TX_OUT: 0
Time: 449936400000, TX_OUT: 1
Time: 450936400000, TX_OUT: 0
Time: 451936400000, TX_OUT: 0
Time: 452936400000, TX_OUT: 0
Time: 453936400000, TX_OUT: 0
Time: 454936400000, TX_OUT: 0
Time: 455936400000, TX_OUT: 1
Time: 456936400000, TX_OUT: 1
Time: 457936400000, TX_OUT: 1
Time: 458936400000, TX_OUT: 1
Time: 459936400000, TX_OUT: 0
Time: 460936400000, TX_OUT: 0
Time: 461936400000, TX_OUT: 0
Time: 462936400000, TX_OUT: 1
Time: 463936400000, TX_OUT: 1
Time: 464936400000, TX_OUT: 0
Time: 465936400000, TX_OUT: 1
Time: 466936400000, TX_OUT: 1
Time: 467936400000, TX_OUT: 1
Time: 468936400000, TX_OUT: 1
Time: 469936400000, TX_OUT: 1
Time: 470936400000, TX_OUT: 0
Time: 471936400000, TX_OUT: 1
Time: 472936400000, TX_OUT: 1
Time: 473936400000, TX_OUT: 1
