Data sent: 111111111000000100100011010001010110011110001001101010111100110100001111
Time: 1508900000, TX_OUT: 1
Time: 2508900000, TX_OUT: 1
Time: 3508900000, TX_OUT: 1
Time: 4508900000, TX_OUT: 1
Time: 5508900000, TX_OUT: 1
Time: 6508900000, TX_OUT: 1
Time: 7508900000, TX_OUT: 1
Time: 8508900000, TX_OUT: 1
Time: 9508900000, TX_OUT: 1
Time: 10508900000, TX_OUT: 0
Time: 11508900000, TX_OUT: 0
Time: 12508900000, TX_OUT: 0
Time: 13508900000, TX_OUT: 0
Time: 14508900000, TX_OUT: 0
Time: 15508900000, TX_OUT: 0
Time: 16508900000, TX_OUT: 1
Time: 17508900000, TX_OUT: 0
Time: 18508900000, TX_OUT: 0
Time: 19508900000, TX_OUT: 1
Time: 20508900000, TX_OUT: 0
Time: 21508900000, TX_OUT: 0
Time: 22508900000, TX_OUT: 0
Time: 23508900000, TX_OUT: 1
Time: 24508900000, TX_OUT: 1
Time: 25508900000, TX_OUT: 0
Time: 26508900000, TX_OUT: 1
Time: 27508900000, TX_OUT: 0
Time: 28508900000, TX_OUT: 0
Time: 29508900000, TX_OUT: 0
Time: 30508900000, TX_OUT: 1
Time: 31508900000, TX_OUT: 0
Time: 32508900000, TX_OUT: 1
Time: 33508900000, TX_OUT: 0
Time: 34508900000, TX_OUT: 1
Time: 35508900000, TX_OUT: 1
Time: 36508900000, TX_OUT: 0
Time: 37508900000, TX_OUT: 0
Time: 38508900000, TX_OUT: 1
Time: 39508900000, TX_OUT: 1
Time: 40508900000, TX_OUT: 1
Time: 41508900000, TX_OUT: 1
Time: 42508900000, TX_OUT: 0
Time: 43508900000, TX_OUT: 0
Time: 44508900000, TX_OUT: 0
Time: 45508900000, TX_OUT: 1
Time: 46508900000, TX_OUT: 0
Time: 47508900000, TX_OUT: 0
Time: 48508900000, TX_OUT: 1
Time: 49508900000, TX_OUT: 1
Time: 50508900000, TX_OUT: 0
Time: 51508900000, TX_OUT: 1
Time: 52508900000, TX_OUT: 0
Time: 53508900000, TX_OUT: 1
Time: 54508900000, TX_OUT: 0
Time: 55508900000, TX_OUT: 1
Time: 56508900000, TX_OUT: 1
Time: 57508900000, TX_OUT: 1
Time: 58508900000, TX_OUT: 1
Time: 59508900000, TX_OUT: 0
Time: 60508900000, TX_OUT: 0
Time: 61508900000, TX_OUT: 1
Time: 62508900000, TX_OUT: 1
Time: 63508900000, TX_OUT: 0
Time: 64508900000, TX_OUT: 1
Time: 65508900000, TX_OUT: 0
Time: 66508900000, TX_OUT: 0
Time: 67508900000, TX_OUT: 0
Time: 68508900000, TX_OUT: 0
Time: 69508900000, TX_OUT: 1
Time: 70508900000, TX_OUT: 1
Time: 71508900000, TX_OUT: 1
Time: 72508900000, TX_OUT: 1
Data sent: 111111110111110110110000000010100111111110000110011110001000001111110100
Time: 795495600000, TX_OUT: 1
Time: 796495600000, TX_OUT: 1
Time: 797495600000, TX_OUT: 1
Time: 798495600000, TX_OUT: 1
Time: 799495600000, TX_OUT: 1
Time: 800495600000, TX_OUT: 1
Time: 801495600000, TX_OUT: 1
Time: 802495600000, TX_OUT: 1
Time: 803495600000, TX_OUT: 0
Time: 804495600000, TX_OUT: 1
Time: 805495600000, TX_OUT: 1
Time: 806495600000, TX_OUT: 1
Time: 807495600000, TX_OUT: 1
Time: 808495600000, TX_OUT: 1
Time: 809495600000, TX_OUT: 0
Time: 810495600000, TX_OUT: 1
Time: 811495600000, TX_OUT: 1
Time: 812495600000, TX_OUT: 0
Time: 813495600000, TX_OUT: 1
Time: 814495600000, TX_OUT: 1
Time: 815495600000, TX_OUT: 0
Time: 816495600000, TX_OUT: 0
Time: 817495600000, TX_OUT: 0
Time: 818495600000, TX_OUT: 0
Time: 819495600000, TX_OUT: 0
Time: 820495600000, TX_OUT: 0
Time: 821495600000, TX_OUT: 0
Time: 822495600000, TX_OUT: 0
Time: 823495600000, TX_OUT: 1
Time: 824495600000, TX_OUT: 0
Time: 825495600000, TX_OUT: 1
Time: 826495600000, TX_OUT: 0
Time: 827495600000, TX_OUT: 0
Time: 828495600000, TX_OUT: 1
Time: 829495600000, TX_OUT: 1
Time: 830495600000, TX_OUT: 1
Time: 831495600000, TX_OUT: 1
Time: 832495600000, TX_OUT: 1
Time: 833495600000, TX_OUT: 1
Time: 834495600000, TX_OUT: 1
Time: 835495600000, TX_OUT: 1
Time: 836495600000, TX_OUT: 0
Time: 837495600000, TX_OUT: 0
Time: 838495600000, TX_OUT: 0
Time: 839495600000, TX_OUT: 0
Time: 840495600000, TX_OUT: 1
Time: 841495600000, TX_OUT: 1
Time: 842495600000, TX_OUT: 0
Time: 843495600000, TX_OUT: 0
Time: 844495600000, TX_OUT: 1
Time: 845495600000, TX_OUT: 1
Time: 846495600000, TX_OUT: 1
Time: 847495600000, TX_OUT: 1
Time: 848495600000, TX_OUT: 0
Time: 849495600000, TX_OUT: 0
Time: 850495600000, TX_OUT: 0
Time: 851495600000, TX_OUT: 1
Time: 852495600000, TX_OUT: 0
Time: 853495600000, TX_OUT: 0
Time: 854495600000, TX_OUT: 0
Time: 855495600000, TX_OUT: 0
Time: 856495600000, TX_OUT: 0
Time: 857495600000, TX_OUT: 1
Time: 858495600000, TX_OUT: 1
Time: 859495600000, TX_OUT: 1
Time: 860495600000, TX_OUT: 1
Time: 861495600000, TX_OUT: 1
Time: 862495600000, TX_OUT: 1
Time: 863495600000, TX_OUT: 0
Time: 864495600000, TX_OUT: 1
Time: 865495600000, TX_OUT: 0
Time: 866495600000, TX_OUT: 0
Data sent: 111111110111110111001010000111011101111110100000001111001011111111110100
Time: 868495600000, TX_OUT: 1
Time: 869495600000, TX_OUT: 1
Time: 870495600000, TX_OUT: 1
Time: 871495600000, TX_OUT: 1
Time: 872495600000, TX_OUT: 1
Time: 873495600000, TX_OUT: 1
Time: 874495600000, TX_OUT: 1
Time: 875495600000, TX_OUT: 1
Time: 876495600000, TX_OUT: 0
Time: 877495600000, TX_OUT: 1
Time: 878495600000, TX_OUT: 1
Time: 879495600000, TX_OUT: 1
Time: 880495600000, TX_OUT: 1
Time: 881495600000, TX_OUT: 1
Time: 882495600000, TX_OUT: 0
Time: 883495600000, TX_OUT: 1
Time: 884495600000, TX_OUT: 1
Time: 885495600000, TX_OUT: 1
Time: 886495600000, TX_OUT: 0
Time: 887495600000, TX_OUT: 0
Time: 888495600000, TX_OUT: 1
Time: 889495600000, TX_OUT: 0
Time: 890495600000, TX_OUT: 1
Time: 891495600000, TX_OUT: 0
Time: 892495600000, TX_OUT: 0
Time: 893495600000, TX_OUT: 0
Time: 894495600000, TX_OUT: 0
Time: 895495600000, TX_OUT: 1
Time: 896495600000, TX_OUT: 1
Time: 897495600000, TX_OUT: 1
Time: 898495600000, TX_OUT: 0
Time: 899495600000, TX_OUT: 1
Time: 900495600000, TX_OUT: 1
Time: 901495600000, TX_OUT: 1
Time: 902495600000, TX_OUT: 0
Time: 903495600000, TX_OUT: 1
Time: 904495600000, TX_OUT: 1
Time: 905495600000, TX_OUT: 1
Time: 906495600000, TX_OUT: 1
Time: 907495600000, TX_OUT: 1
Time: 908495600000, TX_OUT: 1
Time: 909495600000, TX_OUT: 0
Time: 910495600000, TX_OUT: 1
Time: 911495600000, TX_OUT: 0
Time: 912495600000, TX_OUT: 0
Time: 913495600000, TX_OUT: 0
Time: 914495600000, TX_OUT: 0
Time: 915495600000, TX_OUT: 0
Time: 916495600000, TX_OUT: 0
Time: 917495600000, TX_OUT: 0
Time: 918495600000, TX_OUT: 1
Time: 919495600000, TX_OUT: 1
Time: 920495600000, TX_OUT: 1
Time: 921495600000, TX_OUT: 1
Time: 922495600000, TX_OUT: 0
Time: 923495600000, TX_OUT: 0
Time: 924495600000, TX_OUT: 1
Time: 925495600000, TX_OUT: 0
Time: 926495600000, TX_OUT: 1
Time: 927495600000, TX_OUT: 1
Time: 928495600000, TX_OUT: 1
Time: 929495600000, TX_OUT: 1
Time: 930495600000, TX_OUT: 1
Time: 931495600000, TX_OUT: 1
Time: 932495600000, TX_OUT: 1
Time: 933495600000, TX_OUT: 1
Time: 934495600000, TX_OUT: 1
Time: 935495600000, TX_OUT: 1
Time: 936495600000, TX_OUT: 0
Time: 937495600000, TX_OUT: 1
Time: 938495600000, TX_OUT: 0
Time: 939495600000, TX_OUT: 0
Data sent: 111111111111110111110011011110001101111101001001000001111000110111110111
Time: 941495600000, TX_OUT: 1
Time: 942495600000, TX_OUT: 1
Time: 943495600000, TX_OUT: 1
Time: 944495600000, TX_OUT: 1
Time: 945495600000, TX_OUT: 1
Time: 946495600000, TX_OUT: 1
Time: 947495600000, TX_OUT: 1
Time: 948495600000, TX_OUT: 1
Time: 949495600000, TX_OUT: 1
Time: 950495600000, TX_OUT: 1
Time: 951495600000, TX_OUT: 1
Time: 952495600000, TX_OUT: 1
Time: 953495600000, TX_OUT: 1
Time: 954495600000, TX_OUT: 1
Time: 955495600000, TX_OUT: 0
Time: 956495600000, TX_OUT: 1
Time: 957495600000, TX_OUT: 1
Time: 958495600000, TX_OUT: 1
Time: 959495600000, TX_OUT: 1
Time: 960495600000, TX_OUT: 1
Time: 961495600000, TX_OUT: 0
Time: 962495600000, TX_OUT: 0
Time: 963495600000, TX_OUT: 1
Time: 964495600000, TX_OUT: 1
Time: 965495600000, TX_OUT: 0
Time: 966495600000, TX_OUT: 1
Time: 967495600000, TX_OUT: 1
Time: 968495600000, TX_OUT: 1
Time: 969495600000, TX_OUT: 1
Time: 970495600000, TX_OUT: 0
Time: 971495600000, TX_OUT: 0
Time: 972495600000, TX_OUT: 0
Time: 973495600000, TX_OUT: 1
Time: 974495600000, TX_OUT: 1
Time: 975495600000, TX_OUT: 0
Time: 976495600000, TX_OUT: 1
Time: 977495600000, TX_OUT: 1
Time: 978495600000, TX_OUT: 1
Time: 979495600000, TX_OUT: 1
Time: 980495600000, TX_OUT: 1
